Week_Number,Sen_I_en,Sen_D_en,Sen_S_en,Sen_I_fr,Sen_D_fr,Sen_S_fr,Sen_I_cn,Sen_D_cn,Sen_S_cn,Sen_I_de,Sen_D_de,Sen_S_de,Sen_I_es,Sen_D_es,Sen_S_es,Sen_I_it,Sen_D_it,Sen_S_it,Close_I,Close_D,Close_S
Week_449,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
Week_450,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
Week_451,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_452,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_453,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_454,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_455,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_456,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_457,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_458,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_459,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_460,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_461,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_462,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_463,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_464,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_465,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_466,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_467,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_468,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_469,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_470,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_471,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_472,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_473,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_474,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_475,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_476,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_477,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_478,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_479,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_480,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_481,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_482,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_483,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_484,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_485,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_486,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_487,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_488,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_489,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_490,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_491,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_492,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_493,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_494,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_495,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_496,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_497,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_498,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_499,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_500,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Week_501,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_502,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_503,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_504,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_505,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_506,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_507,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_508,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_509,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_510,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_511,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_512,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_513,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_514,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_515,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_516,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_517,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_518,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_519,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_520,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_521,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_522,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_523,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_524,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_525,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_526,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_527,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_528,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_529,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_530,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_531,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_532,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_533,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_534,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_535,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_536,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_537,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_538,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_539,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_540,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_541,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_542,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_543,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_544,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_545,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_546,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_547,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_548,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_549,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_550,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
Week_551,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_552,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_553,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_554,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_555,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_556,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_557,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_558,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_559,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_560,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_561,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_562,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_563,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_564,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_565,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_566,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_567,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_568,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_569,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_570,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_571,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_572,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_573,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_574,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_575,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_576,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_577,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_578,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_579,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_580,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_581,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_582,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_583,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_584,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_585,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_586,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_587,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_588,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_589,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_590,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_591,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_592,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_593,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_594,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_595,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_596,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_597,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_598,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_599,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_600,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Week_601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week_602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week_603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week_604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week_605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week_606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week_607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week_608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week_609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week_610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week_611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week_612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week_613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week_614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week_615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week_616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week_617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week_618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week_619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week_620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week_621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week_622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week_623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week_624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week_625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week_626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
